PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it0_0,12,12,False,,5,23
p_it2_0,12,12,False,,23,18
p_it4_0,12,12,False,,1,23
p_it6_0,12,12,False,,9,1
p_it8_0,12,12,False,,1,9
p_it10_0,12,12,False,,1,1
p_it12_0,12,12,False,,1,23
p_it14_0,12,12,False,,23,1
p_it16_0,12,12,False,,14,23
p_it18_0,12,12,False,,14,23
p_it20_0,12,12,False,,23,5
p_it22_0,12,12,False,,9,23
p_it24_0,12,12,False,,23,14
p_it26_0,12,12,False,,1,1
p_it28_0,12,12,False,,23,14
p_it30_0,12,12,False,,23,14
p_it32_0,12,12,False,,23,5
p_it34_0,12,12,False,,18,1
p_it36_0,12,12,False,,18,1
p_it38_0,12,12,False,,9,23
p_it40_0,12,12,False,,23,14
p_it42_0,12,12,False,,18,1
p_it44_0,12,12,False,,14,23
p_it46_0,12,12,False,,9,1
p_it48_0,12,12,False,,18,23
p_it50_0,12,12,False,,23,1
p_it52_0,12,12,False,,18,1
p_it54_0,12,12,False,,9,23
p_it56_0,12,12,False,,9,1
p_it58_0,12,12,False,,23,1
p_it60_0,12,12,False,,9,23
p_it62_0,12,12,False,,1,5
p_it64_0,12,12,False,,1,5
p_it66_0,12,12,False,,23,1
p_it68_0,12,12,False,,23,23
p_it70_0,12,12,False,,1,1
p_it72_0,12,12,False,,14,23
p_it74_0,12,12,False,,1,18
p_it76_0,12,12,False,,18,1
p_it78_0,12,12,False,,9,1
p_it80_0,12,12,False,,1,14
p_it82_0,12,12,False,,5,23
p_it84_0,12,12,False,,23,9
p_it86_0,12,12,False,,1,1
p_it88_0,12,12,False,,9,1
p_it90_0,12,12,False,,23,14
p_it92_0,12,12,False,,18,1
p_it94_0,12,12,False,,1,23
p_it96_0,12,12,False,,23,9
p_it98_0,12,12,False,,1,18
p_it100_0,12,12,False,,9,1
p_it102_0,12,12,False,,1,1
p_it104_0,12,12,False,,1,18
p_it106_0,12,12,False,,1,14
