PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,End X,End Y
p_it108_0,12,12,False,,23,14
p_it110_0,12,12,False,,1,1
p_it112_0,12,12,False,,18,23
p_it114_0,12,12,False,,23,5
p_it116_0,12,12,False,,1,5
p_it118_0,12,12,False,,9,23
p_it120_0,12,12,False,,23,5
p_it122_0,12,12,False,,1,18
p_it124_0,12,12,False,,23,1
p_it126_0,12,12,False,,23,18
p_it128_0,12,12,False,,1,23
p_it130_0,12,12,False,,23,23
p_it132_0,12,12,False,,23,14
p_it134_0,12,12,False,,1,5
p_it136_0,12,12,False,,18,23
p_it138_0,12,12,False,,23,9
p_it140_0,12,12,False,,1,18
p_it142_0,12,12,False,,23,5
p_it144_0,12,12,False,,1,5
p_it146_0,12,12,False,,5,1
p_it148_0,12,12,False,,23,5
p_it150_0,12,12,False,,1,9
p_it152_0,12,12,False,,1,23
p_it154_0,12,12,False,,23,18
p_it156_0,12,12,False,,23,5
p_it158_0,12,12,False,,1,5
p_it160_0,12,12,False,,9,23
p_it162_0,12,12,False,,1,18
p_it164_0,12,12,False,,18,23
p_it166_0,12,12,False,,23,1
p_it168_0,12,12,False,,1,14
p_it170_0,12,12,False,,1,18
p_it172_0,12,12,False,,23,9
p_it174_0,12,12,False,,23,1
p_it176_0,12,12,False,,1,14
p_it178_0,12,12,False,,23,14
p_it180_0,12,12,False,,23,23
p_it182_0,12,12,False,,14,23
p_it184_0,12,12,False,,1,14
p_it186_0,12,12,False,,14,23
p_it188_0,12,12,False,,23,1
p_it190_0,12,12,False,,18,23
p_it192_0,12,12,False,,1,5
p_it194_0,12,12,False,,9,23
p_it196_0,12,12,False,,5,23
p_it198_0,12,12,False,,5,23
p_it200_0,12,12,False,,23,9
p_it202_0,12,12,False,,23,5
p_it204_0,12,12,False,,1,18
p_it206_0,12,12,False,,18,23
p_it208_0,12,12,False,,23,9
p_it210_0,12,12,False,,23,1
p_it212_0,12,12,False,,23,5
p_it214_0,12,12,False,,1,14
p_it216_0,12,12,False,,23,1
p_it218_0,12,12,False,,1,9
p_it220_0,12,12,False,,1,14
p_it222_0,12,12,False,,23,5
p_it224_0,12,12,False,,23,5
p_it226_0,12,12,False,,1,23
p_it228_0,12,12,False,,14,1
p_it230_0,12,12,False,,1,18
p_it232_0,12,12,False,,5,23
p_it234_0,12,12,False,,14,23
p_it236_0,12,12,False,,23,9
p_it238_0,12,12,False,,23,23
p_it240_0,12,12,False,,1,5
p_it242_0,12,12,False,,23,23
p_it244_0,12,12,False,,1,5
p_it246_0,12,12,False,,23,1
p_it248_0,12,12,False,,1,18
p_it250_0,12,12,False,,1,5
p_it252_0,12,12,False,,1,23
p_it254_0,12,12,False,,23,1
p_it256_0,12,12,False,,1,5
p_it258_0,12,12,False,,5,23
p_it260_0,12,12,False,,1,23
p_it262_0,12,12,False,,5,23
p_it264_0,12,12,False,,18,23
p_it266_0,12,12,False,,1,1
p_it268_0,12,12,False,,1,9
p_it270_0,12,12,False,,23,1
p_it272_0,12,12,False,,23,5
p_it274_0,12,12,False,,18,23
p_it276_0,12,12,False,,1,14
p_it278_0,12,12,False,,5,1
p_it280_0,12,12,False,,18,1
p_it282_0,12,12,False,,1,23
p_it284_0,12,12,False,,23,14
p_it286_0,12,12,False,,23,14
p_it288_0,12,12,False,,18,23
p_it290_0,12,12,False,,1,18
p_it292_0,12,12,False,,18,1
p_it294_0,12,12,False,,18,23
p_it296_0,12,12,False,,5,1
p_it298_0,12,12,False,,23,5
p_it300_0,12,12,False,,23,18
p_it302_0,12,12,False,,18,1
p_it304_0,12,12,False,,5,23
p_it306_0,12,12,False,,23,18
p_it308_0,12,12,False,,23,9
p_it310_0,12,12,False,,9,1
p_it312_0,12,12,False,,1,1
p_it314_0,12,12,False,,18,1
p_it316_0,12,12,False,,14,1
p_it318_0,12,12,False,,23,1
p_it320_0,12,12,False,,23,5
p_it322_0,12,12,False,,23,1
p_it324_0,12,12,False,,5,23
p_it326_0,12,12,False,,14,23
p_it328_0,12,12,False,,1,1
p_it330_0,12,12,False,,18,23
p_it332_0,12,12,False,,1,9
p_it334_0,12,12,False,,23,9
p_it336_0,12,12,False,,14,1
p_it338_0,12,12,False,,1,18
p_it340_0,12,12,False,,18,23
p_it342_0,12,12,False,,9,1
p_it344_0,12,12,False,,18,1
p_it346_0,12,12,False,,18,23
p_it348_0,12,12,False,,1,5
p_it350_0,12,12,False,,5,1
p_it352_0,12,12,False,,1,14
p_it354_0,12,12,False,,5,1
p_it356_0,12,12,False,,23,23
p_it358_0,12,12,False,,1,5
p_it360_0,12,12,False,,23,9
p_it362_0,12,12,False,,23,23
p_it364_0,12,12,False,,23,14
p_it366_0,12,12,False,,14,23
p_it368_0,12,12,False,,23,5
p_it370_0,12,12,False,,23,1
p_it372_0,12,12,False,,5,1
p_it374_0,12,12,False,,9,1
p_it376_0,12,12,False,,1,9
p_it378_0,12,12,False,,1,5
p_it380_0,12,12,False,,5,1
p_it382_0,12,12,False,,1,14
p_it384_0,12,12,False,,1,1
p_it386_0,12,12,False,,1,14
p_it388_0,12,12,False,,23,5
p_it390_0,12,12,False,,23,9
p_it392_0,12,12,False,,14,23
p_it394_0,12,12,False,,1,5
p_it396_0,12,12,False,,1,9
p_it398_0,12,12,False,,23,9
p_it400_0,12,12,False,,5,1
p_it402_0,12,12,False,,23,23
p_it404_0,12,12,False,,5,1
p_it406_0,12,12,False,,1,18
p_it408_0,12,12,False,,9,1
p_it410_0,12,12,False,,23,23
p_it412_0,12,12,False,,1,9
p_it414_0,12,12,False,,23,23
p_it416_0,12,12,False,,9,1
p_it418_0,12,12,False,,23,14
p_it420_0,12,12,False,,23,1
p_it422_0,12,12,False,,14,1
p_it424_0,12,12,False,,23,23
p_it426_0,12,12,False,,9,23
p_it428_0,12,12,False,,5,23
p_it430_0,12,12,False,,1,9
p_it432_0,12,12,False,,1,9
p_it434_0,12,12,False,,1,1
p_it436_0,12,12,False,,23,5
p_it438_0,12,12,False,,5,23
p_it440_0,12,12,False,,23,14
p_it442_0,12,12,False,,1,23
p_it444_0,12,12,False,,1,9
p_it446_0,12,12,False,,1,9
p_it448_0,12,12,False,,1,1
p_it450_0,12,12,False,,9,1
p_it452_0,12,12,False,,1,1
p_it454_0,12,12,False,,1,18
p_it456_0,12,12,False,,23,14
p_it458_0,12,12,False,,23,18
p_it460_0,12,12,False,,9,1
p_it462_0,12,12,False,,9,23
p_it464_0,12,12,False,,1,1
p_it466_0,12,12,False,,18,1
p_it468_0,12,12,False,,18,23
p_it470_0,12,12,False,,14,1
p_it472_0,12,12,False,,9,1
p_it474_0,12,12,False,,1,1
p_it476_0,12,12,False,,1,9
p_it478_0,12,12,False,,23,5
p_it480_0,12,12,False,,23,5
p_it482_0,12,12,False,,5,1
p_it484_0,12,12,False,,23,1
p_it486_0,12,12,False,,1,23
p_it488_0,12,12,False,,5,1
p_it490_0,12,12,False,,14,23
p_it492_0,12,12,False,,23,14
p_it494_0,12,12,False,,23,1
p_it496_0,12,12,False,,1,18
p_it498_0,12,12,False,,1,5
p_it500_0,12,12,False,,1,1
