Delivery Agent,PackageID,PackagePoint X,PackagePoint Y,Delayed,Delivery Time,Intermediate X,Intermediate Y
ChainAgent-cha1-0-0-5-pp-end,p_it0_0,0,11,True,102,12,6
ChainAgent-cha1-0-0-0-pp-end,p_it0_4,12,6,True,104,12,6
ChainAgent-cha1-0-0-2-pp-end,p_it0_1,13,0,True,199,24,0
ChainAgent-cha1-0-0-2-pp-end,p_it10_3,13,0,True,202,24,0
ChainAgent-cha1-0-0-2-pp-end,p_it0_2,14,0,True,206,24,0
ChainAgent-cha1-0-0-2-pp-end,p_it5_1,8,6,True,127,18,6
ChainAgent-cha1-0-0-2-pp-end,p_it5_3,8,6,True,129,18,6
ChainAgent-cha1-0-0-2-pp-end,p_it25_3,8,6,True,127,18,6
ChainAgent-cha1-0-0-2-pp-end,p_it30_4,8,6,True,127,18,6
ChainAgent-cha1-0-0-2-pp-end,p_it10_0,9,6,True,134,18,6
ChainAgent-cha1-0-0-2-pp-end,p_it30_1,9,6,True,133,18,6
ChainAgent-cha1-0-0-2-pp-end,p_it15_0,10,6,True,139,18,6
ChainAgent-cha1-0-0-2-pp-end,p_it5_4,22,18,True,127,24,24
ChainAgent-cha1-0-0-2-pp-end,p_it10_4,22,18,True,127,24,24
ChainAgent-cha1-0-0-2-pp-end,p_it30_3,22,18,True,130,24,24
ChainAgent-cha1-0-0-2-pp-end,p_it10_1,23,18,True,133,24,24
ChainAgent-cha1-0-0-2-pp-end,p_it35_4,24,18,True,139,24,24
ChainAgent-cha1-0-0-2-pp-end,p_it20_0,12,12,True,91,18,12
ChainAgent-cha1-0-0-2-pp-end,p_it50_0,12,12,True,91,18,12
ChainAgent-cha1-0-0-2-pp-end,p_it40_2,12,12,True,92,18,12
ChainAgent-cha1-0-0-2-pp-end,p_it100_3,12,12,True,92,18,12
ChainAgent-cha1-0-0-2-pp-end,p_it50_1,12,12,True,94,18,12
ChainAgent-cha1-0-0-5-pp-end,p_it20_4,5,16,True,96,18,12
ChainAgent-cha1-0-0-5-pp-end,p_it75_3,5,16,True,95,18,12
ChainAgent-cha1-0-0-0-pp-end,p_it75_4,18,12,True,95,18,12
ChainAgent-cha1-0-0-2-pp-end,p_it60_2,13,12,True,99,18,12
